Trace,Latitude,Longitude,Altitude
3931,52.2254133,6.6935279,6.97
3932,52.2254133,6.6935279,6.9
3933,52.2254133,6.6935279,6.9
3934,52.2254133,6.6935279,6.9
3935,52.2254133,6.6935279,6.9
3936,52.2254133,6.6935279,6.9
3937,52.2254134,6.6935281,6.9
3938,52.2254134,6.6935281,6.9
3939,52.2254134,6.6935281,6.9
3940,52.2254134,6.6935281,6.96
3941,52.2254134,6.6935281,6.96
3942,52.2254134,6.6935281,6.93
3943,52.2254134,6.6935281,6.93
3944,52.2254134,6.6935281,6.93
3945,52.2254134,6.6935281,6.93
3946,52.2254134,6.6935281,6.93
3947,52.2254134,6.6935281,6.93
3948,52.2254134,6.6935281,6.93
3949,52.2254134,6.6935281,6.93
3950,52.2254135,6.6935283,6.93
3951,52.2254135,6.6935283,7.01
3952,52.2254135,6.6935283,7.01
3953,52.2254135,6.6935283,7.01
3954,52.2254135,6.6935283,7.01
3955,52.2254135,6.6935283,7.01
3956,52.2254135,6.6935283,6.9
3957,52.2254135,6.6935283,6.9
3958,52.2254135,6.6935283,6.94
3959,52.2254135,6.6935283,6.94
3960,52.2254136,6.6935286,6.94
3961,52.2254136,6.6935286,6.94
3962,52.2254136,6.6935286,6.95
3963,52.2254136,6.6935286,6.95
3964,52.2254136,6.6935286,6.95
3965,52.2254136,6.6935286,6.95
3966,52.2254136,6.6935286,6.95
3967,52.2254136,6.6935286,6.95
3968,52.2254136,6.6935286,6.95
3969,52.2254136,6.6935286,6.99
3970,52.2254137,6.6935288,6.99
3971,52.2254137,6.6935288,6.99
3972,52.2254137,6.6935288,6.99
3973,52.2254137,6.6935288,6.99
3974,52.2254137,6.6935288,7.08
3975,52.2254137,6.6935288,7.08
3976,52.2254137,6.6935288,7.13
3977,52.2254137,6.6935293,7.13
3978,52.2254137,6.6935293,7.13
3979,52.2254137,6.6935293,7.13
3980,52.2254137,6.6935293,7.17
3981,52.2254137,6.6935293,7.17
3982,52.2254137,6.6935293,7.17
3983,52.2254137,6.6935293,7.17
3984,52.2254137,6.6935296,7.17
3985,52.2254137,6.6935296,7.16
3986,52.2254137,6.6935296,7.16
3987,52.2254137,6.6935296,7.16
3988,52.2254137,6.6935296,7.16
3989,52.2254137,6.6935296,7.11
3990,52.2254137,6.6935299,7.11
3991,52.2254137,6.6935299,7.15
3992,52.2254137,6.6935299,7.15
3993,52.2254137,6.6935299,7.15
3994,52.2254137,6.6935299,7.08
3995,52.2254137,6.6935299,7.08
3996,52.2254137,6.6935299,7.08
3997,52.2254137,6.6935299,7.08
3998,52.2254137,6.6935299,7.08
3999,52.2254137,6.6935299,7.09
4000,52.2254136,6.6935302,7.12
4001,52.2254136,6.6935302,7.12
4002,52.2254136,6.6935302,7.12
4003,52.2254136,6.6935302,7.12
4004,52.2254136,6.6935302,7.12
4005,52.2254136,6.6935302,7.12
4006,52.2254136,6.6935302,7.12
4007,52.2254136,6.6935302,7.12
4008,52.2254136,6.6935302,7.18
4009,52.2254136,6.6935302,7.18
4010,52.2254136,6.6935302,7.18
4011,52.2254136,6.6935302,7.18
4012,52.2254136,6.6935302,7.18
4013,52.2254136,6.6935302,7.18
4014,52.2254136,6.6935302,7.18
4015,52.2254133,6.6935304,7.18
4016,52.2254133,6.6935304,7.25
4017,52.2254133,6.6935304,7.25
4018,52.2254133,6.6935304,7.25
4019,52.2254133,6.6935304,7.25
4020,52.2254133,6.6935304,7.26
4021,52.2254133,6.6935304,7.26
4022,52.2254133,6.6935304,7.26
4023,52.2254133,6.6935304,7.29
4024,52.2254133,6.6935304,7.29
4025,52.2254133,6.6935304,7.29
4026,52.2254133,6.6935304,7.32
4027,52.2254132,6.6935306,7.32
4028,52.2254132,6.6935306,7.29
4029,52.2254132,6.6935306,7.29
4030,52.2254132,6.6935306,7.29
4031,52.2254132,6.6935306,7.29
4032,52.2254132,6.6935306,7.29
4033,52.225413,6.6935307,7.29
4034,52.225413,6.6935307,7.34
4035,52.225413,6.6935307,7.34
4036,52.225413,6.6935307,7.33
4037,52.225413,6.6935307,7.33
4038,52.225413,6.6935307,7.33
4039,52.2254128,6.6935308,7.33
4040,52.2254128,6.6935308,7.33
4041,52.2254128,6.6935308,7.33
4042,52.2254128,6.6935308,7.33
4043,52.2254128,6.6935308,7.33
4044,52.2254128,6.6935308,7.33
4045,52.2254128,6.6935308,7.33
4046,52.2254128,6.6935308,7.33
4047,52.2254128,6.6935308,7.39
4048,52.2254128,6.6935308,7.39
4049,52.2254126,6.693531,7.44
4050,52.2254126,6.693531,7.44
4051,52.2254126,6.693531,7.44
4052,52.2254126,6.693531,7.44
4053,52.2254126,6.693531,7.44
4054,52.2254126,6.693531,7.44
4055,52.2254126,6.693531,7.38
4056,52.2254124,6.693531,7.38
4057,52.2254124,6.693531,7.51
4058,52.2254124,6.693531,7.51
4059,52.2254124,6.693531,7.51
4060,52.2254124,6.693531,7.51
4061,52.2254124,6.693531,7.58
4062,52.2254122,6.6935311,7.58
4063,52.2254122,6.6935311,7.64
4064,52.2254122,6.6935311,7.64
4065,52.2254122,6.6935311,7.6
4066,52.2254122,6.6935311,7.6
4067,52.2254122,6.6935311,7.6
4068,52.2254121,6.6935313,7.51
4069,52.2254121,6.6935313,7.51
4070,52.2254121,6.6935313,7.42
4071,52.2254121,6.6935313,7.42
4072,52.2254121,6.6935313,7.42
4073,52.2254121,6.6935313,7.42
4074,52.2254121,6.6935313,7.39
4075,52.2254119,6.6935313,7.39
4076,52.2254119,6.6935313,7.48
4077,52.2254119,6.6935313,7.48
4078,52.2254119,6.6935313,7.48
4079,52.2254119,6.6935313,7.51
4080,52.2254119,6.6935313,7.45
4081,52.2254119,6.6935313,7.45
4082,52.2254119,6.6935313,7.45
4083,52.2254119,6.6935313,7.45
4084,52.2254119,6.6935313,7.45
4085,52.2254119,6.6935313,7.45
4086,52.2254119,6.6935313,7.45
4087,52.2254119,6.6935313,7.45
4088,52.2254119,6.6935313,7.45
4089,52.2254119,6.6935313,7.45
4090,52.2254119,6.6935313,7.4
4091,52.2254119,6.6935313,7.4
4092,52.2254119,6.6935314,7.4
4093,52.2254119,6.6935314,7.49
4094,52.2254119,6.6935314,7.49
4095,52.2254119,6.6935314,7.49
4096,52.2254119,6.6935314,7.49
4097,52.2254119,6.6935314,7.49
4098,52.2254119,6.6935314,7.44
4099,52.2254119,6.6935314,7.44
4100,52.2254119,6.6935314,7.44
4101,52.2254119,6.6935314,7.49
4102,52.2254119,6.6935314,7.49
4103,52.2254119,6.6935314,7.49
4104,52.2254119,6.6935314,7.49
4105,52.2254118,6.6935315,7.49
4106,52.2254118,6.6935315,7.52
4107,52.2254118,6.6935315,7.52
4108,52.2254118,6.6935315,7.52
4109,52.2254118,6.6935315,7.52
4110,52.2254118,6.6935315,7.52
4111,52.2254118,6.6935315,7.52
4112,52.2254118,6.6935315,7.52
4113,52.2254118,6.6935315,7.52
4114,52.2254118,6.6935315,7.45
4115,52.2254118,6.6935316,7.45
4116,52.2254118,6.6935316,7.5
4117,52.2254118,6.6935316,7.5
4118,52.2254118,6.6935316,7.46
4119,52.2254118,6.6935316,7.46
4120,52.2254118,6.6935316,7.35
4121,52.2254118,6.6935316,7.35
4122,52.2254118,6.6935316,7.35
4123,52.2254118,6.6935316,7.35
4124,52.2254118,6.6935316,7.44
4125,52.2254118,6.6935316,7.44
4126,52.2254118,6.6935316,7.44
4127,52.2254118,6.6935316,7.49
4128,52.2254118,6.6935318,7.49
4129,52.2254118,6.6935318,7.49
4130,52.2254118,6.6935318,7.43
4131,52.2254118,6.6935318,7.43
4132,52.2254118,6.6935318,7.43
4133,52.2254118,6.6935318,7.43
4134,52.2254117,6.6935318,7.43
4135,52.2254117,6.6935318,7.43
4136,52.2254117,6.6935318,7.43
4137,52.2254117,6.6935318,7.42
4138,52.2254117,6.6935318,7.42
4139,52.2254117,6.6935318,7.51
4140,52.2254117,6.6935318,7.51
4141,52.2254117,6.6935318,7.51
4142,52.2254117,6.6935318,7.56
4143,52.2254117,6.6935318,7.56
4144,52.2254117,6.6935318,7.56
4145,52.2254117,6.6935317,7.56
4146,52.2254117,6.6935317,7.56
4147,52.2254117,6.6935317,7.52
4148,52.2254117,6.6935317,7.52
4149,52.2254117,6.6935317,7.52
4150,52.2254117,6.6935317,7.52
4151,52.2254117,6.6935317,7.52
4152,52.2254117,6.6935317,7.52
4153,52.2254117,6.6935317,7.52
4154,52.2254117,6.6935317,7.52
4155,52.2254117,6.6935317,7.58
4156,52.2254117,6.6935317,7.58
4157,52.2254117,6.6935318,7.58
4158,52.2254117,6.6935318,7.52
4159,52.2254117,6.6935318,7.52
4160,52.2254117,6.6935318,7.51
4161,52.2254117,6.6935318,7.51
4162,52.2254117,6.6935318,7.51
4163,52.2254117,6.6935318,7.51
4164,52.2254117,6.6935318,7.51
4165,52.2254117,6.6935318,7.47
4166,52.2254116,6.6935317,7.47
4167,52.2254116,6.6935317,7.47
4168,52.2254116,6.6935317,7.47
4169,52.2254116,6.6935317,7.47
4170,52.2254116,6.6935317,7.47
4171,52.2254116,6.6935317,7.47
4172,52.2254116,6.6935317,7.47
4173,52.2254116,6.6935317,7.48
4174,52.2254116,6.6935317,7.48
4175,52.2254116,6.6935317,7.55
4176,52.2254115,6.6935314,7.55
4177,52.2254115,6.6935314,7.63
4178,52.2254115,6.6935314,7.63
4179,52.2254115,6.6935314,7.63
4180,52.2254115,6.6935314,7.63
4181,52.2254115,6.6935314,7.63
4182,52.2254115,6.6935314,7.63
4183,52.2254113,6.6935311,7.63
4184,52.2254113,6.6935311,7.59
4185,52.2254113,6.6935311,7.59
4186,52.2254113,6.6935311,7.59
4187,52.2254113,6.6935311,7.59
4188,52.2254113,6.6935311,7.55
4189,52.2254113,6.6935311,7.55
4190,52.2254111,6.6935305,7.59
4191,52.2254111,6.6935305,7.59
4192,52.2254111,6.6935305,7.65
4193,52.2254111,6.6935305,7.65
4194,52.2254111,6.6935305,7.65
4195,52.2254111,6.6935305,7.81
4196,52.2254111,6.6935305,7.81
4197,52.2254111,6.6935305,7.81
4198,52.2254111,6.6935305,7.81
4199,52.2254111,6.6935305,7.81
4200,52.2254109,6.6935294,7.87
4201,52.2254109,6.6935294,7.87
4202,52.2254109,6.6935294,7.87
4203,52.2254109,6.6935294,7.87
4204,52.2254109,6.6935294,8.04
4205,52.2254109,6.6935294,8.04
4206,52.2254109,6.6935294,8.04
4207,52.2254109,6.6935294,7.98
4208,52.2254109,6.6935294,7.98
4209,52.2254109,6.6935294,7.98
4210,52.2254109,6.6935294,7.98
4211,52.2254109,6.6935294,7.98
4212,52.2254109,6.6935294,7.98
4213,52.2254109,6.6935294,8.11
4214,52.2254109,6.6935294,8.11
4215,52.2254109,6.6935294,8.11
4216,52.2254109,6.6935294,8.19
4217,52.225411,6.6935277,8.19
4218,52.225411,6.6935277,8.23
4219,52.225411,6.6935277,8.23
4220,52.225411,6.6935277,8.23
4221,52.225411,6.6935277,8.23
4222,52.225411,6.6935277,8.23
4223,52.225411,6.6935277,8.23
4224,52.225411,6.6935277,8.23
4225,52.225411,6.6935277,8.23
4226,52.225411,6.6935277,7.9
4227,52.225411,6.6935277,7.9
4228,52.225411,6.6935277,8.33
4229,52.225411,6.6935255,8.33
4230,52.225411,6.6935255,8.49
4231,52.225411,6.6935255,8.49
4232,52.225411,6.6935255,8.49
4233,52.225411,6.6935255,8.49
4234,52.225411,6.6935255,8.49
4235,52.225411,6.6935255,8.49
4236,52.2254112,6.6935222,8.49
4237,52.2254112,6.6935222,8.3
4238,52.2254112,6.6935222,8.3
4239,52.2254112,6.6935222,8.15
4240,52.2254112,6.6935222,8.36
4241,52.2254112,6.6935222,8.4
4242,52.2254112,6.6935222,8.4
4243,52.2254112,6.6935222,8.4
4244,52.2254112,6.6935222,8.4
4245,52.2254116,6.6935186,8.4
4246,52.2254116,6.6935186,8.4
4247,52.2254116,6.6935186,8.4
4248,52.2254116,6.6935186,8.37
4249,52.2254116,6.6935186,8.37
4250,52.2254116,6.6935186,8.37
4251,52.2254116,6.6935186,8.37
4252,52.2254116,6.6935186,8.37
4253,52.2254122,6.693514,8.28
4254,52.2254122,6.693514,8.28
4255,52.2254122,6.693514,8.28
4256,52.2254122,6.693514,8.23
4257,52.2254122,6.693514,8.23
4258,52.2254122,6.693514,8.23
4259,52.2254122,6.693514,8.15
4260,52.2254122,6.693514,8.15
4261,52.2254122,6.693514,7.88
4262,52.2254122,6.693514,7.88
4263,52.2254122,6.693514,7.88
4264,52.2254122,6.693514,7.46
4265,52.2254122,6.693514,7.46
4266,52.2254128,6.6935091,7.46
4267,52.2254128,6.6935091,7.25
4268,52.2254128,6.6935091,7.25
4269,52.2254128,6.6935091,7.14
4270,52.2254128,6.6935091,7.14
4271,52.2254128,6.6935091,7.14
4272,52.2254128,6.6935091,7.0
4273,52.2254128,6.6935091,7.0
4274,52.2254128,6.6935091,7.0
4275,52.2254128,6.6935091,7.0
4276,52.2254128,6.6935091,7.0
4277,52.2254128,6.6935091,7.0
4278,52.2254128,6.6935091,7.0
4279,52.2254135,6.6935032,7.0
4280,52.2254135,6.6935032,6.88
4281,52.2254135,6.6935032,6.88
4282,52.2254135,6.6935032,6.88
4283,52.2254135,6.6935032,6.88
4284,52.2254135,6.6935032,6.88
4285,52.2254135,6.6935032,6.88
4286,52.2254135,6.6935032,6.88
4287,52.2254135,6.6935032,6.88
4288,52.2254135,6.6935032,6.88
4289,52.2254135,6.6935032,6.88
4290,52.2254135,6.6935032,6.88
4291,52.2254135,6.6935032,6.88
4292,52.2254135,6.6935032,6.88
4293,52.2254135,6.6935032,6.88
4294,52.2254135,6.6935032,6.88
4295,52.2254135,6.6935032,6.88
4296,52.2254135,6.6935032,6.88
4297,52.2254135,6.6935032,6.92
4298,52.2254135,6.6935032,6.92
4299,52.2254135,6.6935032,6.92
4300,52.2254135,6.6935032,6.95
4301,52.2254144,6.6934966,6.95
4302,52.2254144,6.6934966,6.87
4303,52.2254144,6.6934966,6.87
4304,52.2254144,6.6934966,6.87
4305,52.2254144,6.6934966,6.87
4306,52.2254144,6.6934966,6.87
4307,52.2254156,6.6934897,6.87
4308,52.2254156,6.6934897,6.87
4309,52.2254156,6.6934897,6.87
4310,52.2254156,6.6934897,6.87
4311,52.2254156,6.6934897,6.87
4312,52.2254156,6.6934897,6.87
4313,52.2254156,6.6934897,6.87
4314,52.2254171,6.6934828,6.87
4315,52.2254171,6.6934828,6.83
4316,52.2254171,6.6934828,6.83
4317,52.2254171,6.6934828,6.75
4318,52.2254171,6.6934828,6.75
4319,52.2254171,6.6934828,6.72
4320,52.2254189,6.693475,6.72
4321,52.2254189,6.693475,6.72
4322,52.2254189,6.693475,6.72
4323,52.2254189,6.693475,6.72
4324,52.2254189,6.693475,6.72
4325,52.2254189,6.693475,6.72
4326,52.2254189,6.693475,6.65
4327,52.2254189,6.693475,6.65
4328,52.2254189,6.693475,6.65
4329,52.2254189,6.693475,6.55
4330,52.2254189,6.693475,6.55
4331,52.2254209,6.6934671,6.55
4332,52.2254209,6.6934671,6.55
4333,52.2254209,6.6934671,6.55
4334,52.2254209,6.6934671,6.58
4335,52.2254209,6.6934671,6.58
4336,52.2254209,6.6934671,6.58
4337,52.2254209,6.6934671,6.53
4338,52.2254209,6.6934671,6.53
4339,52.2254209,6.6934671,6.53
4340,52.2254209,6.6934671,6.53
4341,52.2254209,6.6934671,6.53
4342,52.2254209,6.6934671,6.46
4343,52.2254209,6.6934671,6.46
4344,52.2254234,6.6934586,6.46
4345,52.2254234,6.6934586,6.39
4346,52.2254234,6.6934586,6.39
4347,52.2254234,6.6934586,6.39
4348,52.2254234,6.6934586,6.39
4349,52.2254234,6.6934586,6.29
4350,52.2254234,6.6934586,6.29
4351,52.2254234,6.6934586,6.29
4352,52.2254234,6.6934586,6.29
4353,52.2254234,6.6934586,6.29
4354,52.2254234,6.6934586,6.22
4355,52.2254259,6.6934493,6.22
4356,52.2254259,6.6934493,6.22
4357,52.2254259,6.6934493,6.22
4358,52.2254259,6.6934493,6.22
4359,52.2254259,6.6934493,6.22
4360,52.2254285,6.6934392,6.22
4361,52.2254285,6.6934392,6.22
4362,52.2254285,6.6934392,6.22
4363,52.2254285,6.6934392,6.22
4364,52.2254285,6.6934392,6.22
4365,52.2254285,6.6934392,6.21
4366,52.2254285,6.6934392,6.21
4367,52.2254285,6.6934392,6.21
4368,52.2254285,6.6934392,6.15
4369,52.2254312,6.6934289,6.15
4370,52.2254312,6.6934289,6.15
4371,52.2254312,6.6934289,6.15
4372,52.2254312,6.6934289,6.15
4373,52.2254312,6.6934289,6.09
4374,52.2254312,6.6934289,6.09
4375,52.2254312,6.6934289,6.01
4376,52.225434,6.6934184,6.01
4377,52.225434,6.6934184,6.01
4378,52.225434,6.6934184,5.94
4379,52.225434,6.6934184,5.94
4380,52.225434,6.6934184,5.94
4381,52.225434,6.6934184,5.94
4382,52.2254365,6.6934081,5.88
4383,52.2254365,6.6934081,5.88
4384,52.2254365,6.6934081,5.33
4385,52.2254365,6.6934081,5.33
4386,52.2254365,6.6934081,5.33
4387,52.2254365,6.6934081,5.65
4388,52.225439,6.6933978,5.65
4389,52.225439,6.6933978,5.57
4390,52.225439,6.6933978,5.57
4391,52.225439,6.6933978,5.43
4392,52.225439,6.6933978,5.43
4393,52.225439,6.6933978,5.43
4394,52.2254409,6.6933892,5.43
4395,52.2254409,6.6933892,5.43
4396,52.2254409,6.6933892,5.43
4397,52.2254409,6.6933892,5.43
4398,52.2254409,6.6933892,5.39
4399,52.2254409,6.6933892,5.39
4400,52.2254409,6.6933892,5.24
4401,52.2254409,6.6933892,5.24
4402,52.2254409,6.6933892,5.24
4403,52.2254409,6.6933892,5.24
4404,52.2254409,6.6933892,5.24
4405,52.2254409,6.6933892,5.27
4406,52.2254409,6.6933892,5.27
4407,52.2254409,6.6933892,5.27
4408,52.2254409,6.6933892,5.27
4409,52.2254409,6.6933892,5.2
4410,52.2254409,6.6933892,5.2
4411,52.2254409,6.6933892,5.17
4412,52.2254427,6.6933819,5.17
4413,52.2254427,6.6933819,5.08
4414,52.2254427,6.6933819,5.08
4415,52.2254427,6.6933819,5.08
4416,52.2254427,6.6933819,5.16
4417,52.2254427,6.6933819,5.16
4418,52.2254427,6.6933819,5.16
4419,52.2254427,6.6933819,5.02
4420,52.2254427,6.6933819,5.02
4421,52.2254427,6.6933819,5.02
4422,52.2254427,6.6933819,5.02
4423,52.2254427,6.6933819,5.02
4424,52.2254427,6.6933819,5.02
4425,52.2254441,6.6933757,5.02
4426,52.2254441,6.6933757,4.96
4427,52.2254441,6.6933757,4.96
4428,52.2254441,6.6933757,4.92
4429,52.2254441,6.6933757,4.92
4430,52.2254441,6.6933757,4.92
4431,52.2254441,6.6933757,4.92
4432,52.2254441,6.6933757,4.91
4433,52.2254441,6.6933757,4.91
4434,52.2254455,6.6933705,4.96
4435,52.2254455,6.6933705,4.96
4436,52.2254455,6.6933705,4.9
4437,52.2254455,6.6933705,4.9
4438,52.2254455,6.6933705,4.82
4439,52.2254455,6.6933705,4.82
4440,52.2254465,6.6933656,4.74
4441,52.2254465,6.6933656,4.68
4442,52.2254465,6.6933656,4.68
4443,52.2254465,6.6933656,4.68
4444,52.2254465,6.6933656,4.57
4445,52.2254465,6.6933656,4.57
4446,52.2254465,6.6933656,4.57
4447,52.2254465,6.6933656,4.49
4448,52.2254477,6.6933616,4.49
4449,52.2254477,6.6933616,4.49
4450,52.2254477,6.6933616,4.49
4451,52.2254477,6.6933616,4.49
4452,52.2254477,6.6933616,4.49
4453,52.2254477,6.6933616,4.49
4454,52.2254477,6.6933616,4.49
4455,52.2254477,6.6933616,4.45
4456,52.2254477,6.6933616,4.45
4457,52.2254477,6.6933616,4.45
4458,52.2254488,6.6933571,4.45
4459,52.2254488,6.6933571,4.45
4460,52.2254488,6.6933571,4.45
4461,52.2254488,6.6933571,4.45
4462,52.2254488,6.6933571,4.45
4463,52.2254488,6.6933571,4.49
4464,52.2254488,6.6933571,4.49
4465,52.2254488,6.6933571,4.49
4466,52.2254488,6.6933571,4.49
4467,52.2254488,6.6933571,4.49
4468,52.2254488,6.6933571,4.49
4469,52.2254488,6.6933571,4.49
4470,52.2254488,6.6933571,4.45
4471,52.2254502,6.6933522,4.45
4472,52.2254502,6.6933522,4.4
4473,52.2254502,6.6933522,4.4
4474,52.2254502,6.6933522,4.4
4475,52.2254502,6.6933522,4.4
4476,52.2254502,6.6933522,4.4
4477,52.2254502,6.6933522,4.4
4478,52.2254502,6.6933522,4.4
4479,52.2254502,6.6933522,4.33
4480,52.2254759,6.6932892,4.33
4481,52.2254759,6.6932892,4.33
4482,52.2254759,6.6932892,4.33
4483,52.2254759,6.6932892,4.33
4484,52.2254759,6.6932892,4.33
4485,52.2254759,6.6932892,4.33
4486,52.2254759,6.6932892,4.27
4487,52.2254759,6.6932892,4.27
4488,52.2254759,6.6932892,4.27
4489,52.2254759,6.6932892,4.32
4490,52.2254759,6.6932892,4.32
4491,52.2254773,6.6932866,4.22
4492,52.2254773,6.6932866,4.22
4493,52.2254773,6.6932866,4.21
4494,52.2254773,6.6932866,4.21
4495,52.2254773,6.6932866,4.21
4496,52.2254773,6.6932866,4.21
4497,52.2254787,6.693285,4.15
4498,52.2254787,6.693285,4.15
4499,52.2254787,6.693285,4.07
4500,52.2254787,6.693285,4.07
4501,52.2254787,6.693285,4.07
4502,52.2254787,6.693285,4.07
4503,52.22548,6.6932837,4.07
4504,52.22548,6.6932837,4.02
4505,52.22548,6.6932837,4.02
4506,52.22548,6.6932837,4.02
4507,52.22548,6.6932837,4.02
4508,52.22548,6.6932837,3.91
4509,52.22548,6.6932837,3.91
4510,52.225481,6.6932826,3.91
4511,52.225481,6.6932826,3.91
4512,52.225481,6.6932826,3.91
4513,52.225481,6.6932826,3.86
4514,52.225481,6.6932826,3.86
4515,52.225481,6.6932826,3.86
4516,52.225481,6.6932826,3.86
4517,52.225481,6.6932826,3.86
4518,52.2254814,6.6932817,3.82
4519,52.2254814,6.6932817,3.82
4520,52.2254814,6.6932817,3.74
4521,52.2254814,6.6932817,3.74
4522,52.2254814,6.6932817,3.74
4523,52.2254814,6.6932817,3.74
4524,52.2254814,6.6932817,3.74
4525,52.2254814,6.6932817,3.69
4526,52.2254814,6.6932817,3.69
4527,52.2254814,6.6932817,3.69
4528,52.2254814,6.6932817,3.69
4529,52.2254814,6.6932817,3.69
4530,52.2254814,6.6932817,3.69
4531,52.2254814,6.6932817,3.69
4532,52.2254814,6.6932817,3.69
4533,52.2254814,6.6932817,3.6
4534,52.2254814,6.6932817,3.6
4535,52.2254817,6.6932811,3.6
4536,52.2254817,6.6932811,3.56
4537,52.2254817,6.6932811,3.56
4538,52.2254817,6.6932811,3.56
4539,52.2254817,6.6932811,3.56
4540,52.2254817,6.6932811,3.5
4541,52.2254817,6.6932811,3.5
4542,52.2254817,6.6932811,3.5
4543,52.2254817,6.6932811,3.5
4544,52.2254817,6.6932811,3.5
4545,52.2254817,6.6932811,3.5
4546,52.2254817,6.6932811,3.45
4547,52.2254819,6.6932807,3.45
4548,52.2254819,6.6932807,3.45
4549,52.2254819,6.6932807,3.45
4550,52.2254819,6.6932807,3.45
4551,52.2254819,6.6932807,3.45
4552,52.2254819,6.6932807,3.45
4553,52.2254819,6.6932807,3.38
4554,52.2254819,6.6932807,3.38
4555,52.2254818,6.6932804,3.26
4556,52.2254818,6.6932804,3.26
4557,52.2254818,6.6932804,3.32
4558,52.2254818,6.6932804,3.32
4559,52.2254818,6.6932804,3.25
4560,52.2254817,6.6932803,3.25
4561,52.2254817,6.6932803,3.25
4562,52.2254817,6.6932803,3.25
4563,52.2254817,6.6932803,3.25
4564,52.2254817,6.6932803,3.25
4565,52.2254817,6.6932803,3.25
4566,52.2254817,6.6932803,3.25
4567,52.2254817,6.6932803,3.24
4568,52.2254817,6.6932803,3.24
4569,52.2254814,6.6932802,3.24
4570,52.2254814,6.6932802,3.19
4571,52.2254814,6.6932802,3.19
4572,52.2254814,6.6932802,3.19
4573,52.2254814,6.6932802,3.19
4574,52.2254814,6.6932802,3.19
4575,52.2254812,6.6932805,3.19
4576,52.2254812,6.6932805,3.19
4577,52.2254812,6.6932805,3.1
4578,52.2254812,6.6932805,3.1
4579,52.2254812,6.6932805,3.1
4580,52.2254812,6.6932805,3.1
4581,52.2254812,6.6932805,3.1
4582,52.2254812,6.6932805,3.1
4583,52.2254812,6.6932805,3.1
4584,52.2254812,6.6932805,3.1
4585,52.2254812,6.6932805,3.1
4586,52.2254812,6.6932805,3.1
4587,52.2254812,6.6932807,3.1
4588,52.2254812,6.6932807,3.1
4589,52.2254812,6.6932807,3.06
4590,52.2254812,6.6932807,3.06
4591,52.2254812,6.6932807,3.06
4592,52.2254812,6.6932807,3.03
4593,52.2254812,6.6932807,3.03
4594,52.2254812,6.6932807,3.03
4595,52.2254812,6.6932807,3.03
4596,52.2254812,6.6932807,3.03
4597,52.2254812,6.6932807,3.03
4598,52.2254812,6.6932812,3.03
4599,52.2254812,6.6932812,3.03
4600,52.2254812,6.6932812,2.97
4601,52.2254812,6.6932812,2.94
4602,52.2254812,6.6932812,2.94
4603,52.2254812,6.6932812,2.94
4604,52.2254812,6.6932812,2.94
4605,52.2254812,6.6932812,2.94
4606,52.2254812,6.6932812,2.94
4607,52.2254812,6.6932812,2.93
4608,52.2254812,6.6932812,2.93
4609,52.2254812,6.6932812,2.94
4610,52.2254812,6.6932815,2.94
4611,52.2254812,6.6932815,2.94
4612,52.2254812,6.6932815,2.94
4613,52.2254812,6.6932815,2.94
4614,52.2254812,6.6932815,2.94
4615,52.2254812,6.6932815,2.94
4616,52.2254812,6.6932815,2.94
4617,52.2254812,6.6932815,2.94
4618,52.2254812,6.6932815,2.94
4619,52.2254811,6.6932818,2.94
4620,52.2254811,6.6932818,2.94
4621,52.2254811,6.6932818,2.94
4622,52.2254811,6.6932818,2.94
4623,52.2254811,6.6932818,2.94
4624,52.2254811,6.6932818,2.94
4625,52.2254811,6.6932821,2.94
4626,52.2254811,6.6932821,2.94
4627,52.2254811,6.6932821,2.62
4628,52.2254811,6.6932821,2.62
4629,52.2254811,6.6932821,2.94
4630,52.2254811,6.6932821,2.94
4631,52.2254811,6.6932821,2.94
4632,52.2254808,6.6932821,2.94
4633,52.2254808,6.6932821,2.94
4634,52.2254808,6.6932821,2.94
4635,52.2254808,6.6932821,2.94
4636,52.2254808,6.6932821,2.88
4637,52.2254808,6.6932821,2.88
4638,52.2254808,6.6932821,2.88
4639,52.2254808,6.6932821,2.88
4640,52.2254806,6.693282,2.88
4641,52.2254806,6.693282,2.88
4642,52.2254806,6.693282,2.88
4643,52.2254806,6.693282,2.88
4644,52.2254806,6.693282,2.88
4645,52.2254806,6.693282,2.88
4646,52.2254806,6.693282,2.88
4647,52.2254806,6.693282,2.88
4648,52.2254806,6.693282,2.88
4649,52.2254806,6.693282,2.88
4650,52.2254806,6.693282,2.88
4651,52.2254806,6.693282,2.88
4652,52.2254806,6.693282,2.88
4653,52.2254806,6.693282,2.88
4654,52.2254806,6.693282,2.83
4655,52.2254803,6.6932821,2.83
4656,52.2254803,6.6932821,2.83
4657,52.2254803,6.6932821,2.83
4658,52.2254803,6.6932821,2.83
4659,52.2254803,6.6932821,2.83
4660,52.2254803,6.6932821,2.77
4661,52.2254803,6.6932821,2.77
4662,52.2254803,6.6932821,2.77
4663,52.2254803,6.6932821,2.91
4664,52.2254803,6.6932821,2.91
4665,52.2254803,6.6932821,2.96
4666,52.2254803,6.6932821,2.96
4667,52.2254803,6.6932821,2.96
4668,52.2254802,6.6932821,2.96
4669,52.2254802,6.6932821,2.96
4670,52.2254802,6.6932821,2.96
4671,52.2254802,6.6932821,2.96
